,Unnamed: 0,Name,Cusines,Dining_style,Phone number,Website,Location,Payment Options,website_status
134,193,"
Obicà Mozzarella Bar - St Pauls
","Italian, Mediterranean, Pizzeria",Casual Dining,+44 20 3146 2261,http://www.obica.com/,"
Unit 4, London, EC4M 7AX
","AMEX, Mastercard, Visa",True
135,194,"
El Vino at Fleet Street
","Tapas / Small Plates, Wine Bar, Winery",Casual Dining,+44 20 7353 6786,https://www.davy.co.uk/wine-bar/el-vino-fleet-street/,"
47 Fleet Street, London, EC4Y 1BJ
","AMEX, Mastercard, Visa",True
136,198,"
Tarshish
","Turkish, Mediterranean",Casual Dining,+44 20 8881 6479,http://www.tarshish.co.uk/,"
16 - 20 High Road, London, N22 6BX
","Mastercard, Visa",True
137,199,"
Caffe Concerto Northumberland Avenue
","Cafe Dining, Italian",Casual Dining,+44 20 7494 6851,https://www.caffeconcerto.co.uk/restaurant/northumberland-avenue.html,"
4-5 Northumberland Ave, London, WC2N 5BW
","Mastercard, Visa",True
138,200,"
Angoletto
",Italian,Casual Dining,+44 20 7978 2231,http://www.angoletto.co.uk/,"
50 Battersea Park Road, London, SW11 4JP
","Mastercard, Visa",True
139,201,"
MK Bar and Grill
","Italian, Modern European",Casual Dining,+44 20 7589 1383,http://www.huxbrasserie.com/,"
25-35 Gloucester Road, London, SW7 4PL
","AMEX, Mastercard, Visa",True
140,203,"
MNKY HSE
",Latin American,Casual Dining,+44 20 3870 4880,http://www.mnky-hse.com/,"
10 Dover St, London, W1S 4LQ
","AMEX, Discover, JCB, Mastercard, Visa",True
141,204,"
Al Forno - Shepherd's Bush
",Latin American,Casual Dining,+44 20 3870 4880,http://www.mnky-hse.com/,"
3 - 4 Romney Court, London, W12 8PY
","AMEX, Mastercard, Visa",True
142,205,"
Band of Burgers
",Burgers,Casual Dining,+44 20 7387 3898,http://bandofburgers.co.uk/,"
23 Camden High Street, London, NW1 7JE
","Mastercard, Visa",True
143,206,"
The Westbury
","British, Bar / Lounge / Bottle Service, Beer Garden",Casual Dining,+44 20 8889 2059,http://www.westburyn22.com/,"
57 Westbury Avenue, London, N22 6SA
","Mastercard, Visa",True
144,208,"
Cafe Monico
",International,Casual Dining,+44 20 3727 6161,http://www.cafemonico.com/,"
39-45 Shaftesbury Avenue, London, W1D 6LA
","Mastercard, Visa",True
145,209,"
Steam Restaurant
","Chinese, Dim Sum",Casual Dining,+44 20 3490 2300,http://www.steamrestaurant.co.uk/,"
177 King street, London, W6 9JT
","AMEX, Mastercard, Visa",True
146,210,"
Cocotte Notting Hill
","Comfort food, Vegetarian",Casual Dining,+44 20 3220 0076,http://mycocotte.uk/,"
95 Westbourne Grove, London, W2 4UW
","AMEX, Mastercard, Visa",True
147,211,"
Luppolo
","Pizzeria, Italian",Casual Dining,+44 20 8530 8528,http://www.luppolopizza.com/,"
36-38 High Street Wanstead, London, E11 2RJ
","AMEX, Cash not accepted, Mastercard, Visa",True
148,212,"
Blacklock Soho
","Steak, Barbecue, British",Casual Dining,+44 20 3441 6996,http://theblacklock.com/soho/,"
24 Great Windmill Street, London, W1D 7LG
","AMEX, Mastercard, Visa",True
149,213,"
Sirous Steak and Persian Cuisine Restaurant
","Steakhouse, Grill, Vegetarian / Vegan",Casual Dining,+44 20 7435 8164,http://www.sirous.co.uk/,"
268 West End Lane, London, NW6 1LJ
","AMEX, Mastercard, Visa",True
150,214,"
Blandford Comptoir
","Mediterranean, French",Casual Dining,+44 20 7935 4626,http://www.blandford-comptoir.co.uk/,"
1 Blandford Street, London, W1U 3DA
","AMEX, Mastercard, Visa",True
151,216,"
Franks Canteen
","European, British, Contemporary European",Casual Dining,+44 20 7354 4830,http://www.frankscanteen.com/,"
86 Highbury Park, London, N5 2XE
","AMEX, Cash not accepted, Mastercard, Visa",True
152,217,"
East Street
","Pan-Asian, Asian",Casual Dining,+44 20 7323 0860,http://eaststreetrestaurant.com/,"
3-5 Rathbone Place, London, W1T 1HJ
","Mastercard, Visa",True
153,218,"
Chislehurst Curry & Grill
",Indian,Casual Dining,+44 20 8467 9390,http://chislehurstcurry-grill.co.uk/,"
53 Chislehurst Road Chislehurst, London, BR7 5NP
","Mastercard, Visa",False
154,222,"
som saa
",Thaï,Casual Dining,+44 20 7324 7790,http://www.somsaa.com/,"
43A Commercial Street, London, E1 6BD
","AMEX, Mastercard, Visa",True
155,223,"
Buonasera
","Italian, Pizzeria",Casual Dining,+44 20 7228 9925,http://buonasera.co.uk/,"
22-26 Northcote Road, London, SW11 1NX
","Mastercard, Visa",True
156,224,"
The Jam
",Italian,Casual Dining,+44 20 7352 8827,http://www.buonaseraatthejam.co.uk/,"
289A Kings Road, London, SW3 5EW
","AMEX, Mastercard, Visa",True
157,226,"
Picture Fitzrovia
",Modern European,Casual Dining,+44 20 7637 7892,http://picturerestaurant.co.uk/,"
110 Great Portland Street, London, W1W 6PQ
","AMEX, Mastercard, Visa",True
158,227,"
Red Rooster Shoreditch
","Soul food, South American, Comfort food",Casual Dining,+44 20 3146 4545,http://www.thecurtain.com/,"
45 Curtain Road, London, EC2A 3PT
","AMEX, Mastercard, Visa",True
159,228,"
Red Rose Of Chessington
",Indian,Casual Dining,+44 20 8391 5530,http://www.redroseofchessington.co.uk/#/,"
334 Hook Road, London, KT9 1NU
","AMEX, Mastercard, Visa",True
160,229,"
Cattle & Co.
","Barbecue, Bar / Lounge / Bottle Service, American",Casual Dining,+44 20 7693 7278,http://www.cattleandco.com/,"
3-9 Chalton Street, London, NW1 1JD
","Mastercard, Visa",True
161,231,"
Pho House Highbury
",Vietnamese,Casual Dining,+44 20 7697 9889,http://www.phohouse.uk/,"
39 Holloway Road, London, N7 8JP
","Mastercard, Visa",True
162,232,"
Village Masaleh
",Indian,Casual Dining,+44 20 8623 9898,http://www.village-masaleh.co.uk/,"
182A Norwood Road, London, SE27 9AU
","Mastercard, Visa",True
163,233,"
Efes Meze
","Turkish, Mediterranean, Greek",Casual Dining,+44 20 8293 0626,http://www.efesmeze.com/,"
Efes Meze, London, SE10 9TZ
","Mastercard, Visa",True
164,234,"
Demartino
",Italian,Casual Dining,+44 20 7436 2547,http://www.demartino.co.uk/,"
196-198 Great Portland Street, London, W1W 5QF
","AMEX, Mastercard, Visa",True
165,235,"
Eneko – Basque Kitchen & Bar
","Basque, Spanish",Casual Dining,+44 20 7300 0300,http://www.eneko.london/,"
One Aldwych, London, WC2B 4BZ
","AMEX, Mastercard, Visa",True
166,236,"
Craft London
","British, Vegetarian, Contemporary British",Casual Dining,+44 20 8465 5910,http://www.craft-london.co.uk/,"
Pennisula Square, London, SE10 0SQ
","Mastercard, Visa",True
167,237,"
Hack & Veldt
","European, Deli, Wine Bar",Casual Dining,+44 20 8742 0563,http://hackandveldt.com/,"
94 Turnham Green Terrace, London, W4 1QN
","Mastercard, Visa",True
168,238,"
Al Basha
","Middle Eastern, Lebanese, Egyptian",Casual Dining,+44 20 7245 6000,http://www.albasha.uk/,"
48 Knightsbridge, London, SW1X 7JN
","AMEX, Mastercard, Visa",True
169,240,"
Mother Mash Carnaby
",British,Casual Dining,+44 20 7494 9644,http://www.mothermash.co.uk/,"
26 Ganton Street, London, W1F 7QZ
","AMEX, Diners Club, Mastercard, Visa",True
170,243,"
ULI
","Asian, Chinese, Thaï",Casual Dining,+44 20 3141 5878,http://ulilondon.com/,"
5 Ladbroke Road, London, W11 3PA
","AMEX, Mastercard, Visa",True
171,245,"
Carousel
",Contemporary European,Casual Dining,+44 20 7487 5564,http://www.carousel-london.com/,"
71 Blandford Street Mayfair, London, W1U 8AB
","Mastercard, Visa",True
172,246,"
Canela Cafe
",Portuguese,Casual Dining,+44 20 7240 6926,http://www.canelacafe.com/,"
33 Earlham Street, London, WC2H 9LS
","AMEX, Mastercard, Visa",False
173,247,"
O Ver Borough
",Italian,Casual Dining,+44 20 7378 9933,http://www.overuk.com/,"
44-46 Southwark Street, London, SE1 1UN
","AMEX, Cash not accepted, Mastercard, Visa",True
174,248,"
Gotto Trattoria
",Italian,Casual Dining,+44 20 3424 5035,http://www.gotto.co.uk/,"
Canalside 27 East Bay Lane, London, E20 3BS
","AMEX, Mastercard, Visa",True
175,249,"
Clipstone
","Modern European, Contemporary British",Casual Dining,+44 20 7637 0871,http://www.clipstonerestaurant.co.uk/,"
Bolsover House, London, W1W 6BB
","AMEX, Mastercard, Visa",True
176,250,"
Breddos Tacos Clerkenwell
","Mexican, Tapas / Small Plates, Unspecified",Casual Dining,+44 20 3535 8301,http://www.breddostacos.com/,"
82 Goswell Road, London, EC1V 7DB
","AMEX, Mastercard, Visa",True
177,251,"
Sultan Sofrasi
",Turkish,Casual Dining,+44 20 8983 9784,http://www.sultansofrasi.co.uk/,"
72 Parnell Road Bow Church, London, E3 2RU
","Mastercard, Visa",True
178,252,"
Suvlaki Soho
","Greek, Barbecue, Mediterranean",Casual Dining,+44 20 7000 0000,http://www.suvlaki.co.uk/,"
21 Bateman Street, London, W1D 3AL
","Mastercard, Visa",True
179,253,"
Florentine Trattoria
","Italian, Pizzeria",Casual Dining,+44 20 3146 5800,http://www.florentinerestaurant.co.uk/,"
6 Hercules Road, London, SE1 7DP
","AMEX, Diners Club, Discover, JCB, Mastercard, Visa",True
180,254,"
MEATliquor at The Dartmouth Arms
","American, Cocktail bar, Burgers",Casual Dining,+44 20 3026 1331,https://meatliquor.com/restaurant/the-dartmouth-arms/,"
7 Dartmouth Rd, London, SE23 3HN
","Mastercard, Visa",True
181,255,"
Pho House Kingsland
",Vietnamese,Casual Dining,+44 20 7033 0588,http://www.phohouse.uk/,"
102 Kingsland Road, London, E2 8DP
","Mastercard, Visa",True
182,257,"
Meridionale
","Italian, Pizzeria, Regional American (Southern)",Casual Dining,+44 20 3105 1699,http://www.meridionale.london/,"
311 New Kings Road, London, SW6 4RF
","AMEX, Mastercard, Visa",True
183,258,"
Oldroyd
","European, Modern European",Casual Dining,+44 20 8617 9010,http://www.oldroydlondon.com/,"
344 Upper Street, London, N1 0PD
","AMEX, Mastercard, Visa",True
184,259,"
Picture Marylebone
",Modern European,Casual Dining,+44 20 7935 0058,http://picturerestaurant.co.uk/,"
19 New Cavendish Street, London, W1G 9TZ
","AMEX, Mastercard, Visa",True
185,260,"
IRO SUSHI
",Japanese,Casual Dining,+44 20 3581 5958,http://www.irosushi.com/,"
3 Bramlands Close Clapham Junction, London, SW11 2NR
","Mastercard, Visa",True
186,263,"
Big Catch
","Fish, British",Casual Dining,+44 20 8663 6635,http://www.bigcatchbeckenham.com/,"
202-204 High Street, London, BR3 1EN
","JCB, Mastercard, Visa",True
187,266,"
Tapas 44
",Spanish,Casual Dining,+44 20 7637 9388,http://www.tapas44.co.uk/,"
3 Windmill Street Fitzrovia, London, W1T 2HY
","AMEX, Mastercard, Visa",False
188,267,"
Kasturi Restaurant
",Indian,Casual Dining,+44 20 8319 3439,http://www.kasturi-restaurant.co.uk/index.asp,"
10 The Village, London, SE7 8UD
","Mastercard, Visa",True
189,268,"
Deli Boutique
",French,Casual Dining,+44 20 7223 9863,http://www.deliboutique.co.uk/,"
157 St. John's Hill, London, SW11 1TQ
","Mastercard, Visa",False
190,273,"
The Chelsea Cellar
",Italian,Casual Dining,+44 20 7351 4933,http://www.thechelseacellar.co.uk/,"
9 Park Walk, London, SW10 0AJ
","AMEX, Mastercard, Visa",True
191,274,"
Afternoon Tea at The May Fair Hotel
","Afternoon Tea, British",Casual Dining,+44 20 7915 3894,https://www.thekitchensrestaurants.co.uk/may-fair-kitchen,"
Stratton Street, London, W1J 8LT
","AMEX, Mastercard, Visa",True
192,275,"
Afternoon Tea at Leicester Square Kitchen
","Unspecified, Mexican, Peruvian",Casual Dining,+44 20 7666 0902,https://www.thekitchensrestaurants.co.uk/leicester-square-kitchen,"
31-36 Leicester Square, London, WC2H 7LH
","AMEX, Mastercard, Visa",True
193,276,"
Spiritland King's Cross
",Modern European,Casual Dining,+44 20 3319 0050,http://www.spiritland.com/,"
9-10 Stable Street, London, N1C 4AB
","AMEX, Mastercard, Visa",True
194,277,"
Karri Twist
",Indian,Casual Dining,+44 20 8691 5169,http://www.karritwist.co.uk/,"
338 New Cross Road, London, SE14 6AG
","Mastercard, Visa",False
195,279,"
Bar20 at Birleys
","British, European",Casual Dining,+44 20 7929 1849,http://www.bar20.co.uk/,"
20 Fenchurch Street Pocket Park, London, EC3M 3BY
","AMEX, Diners Club, Mastercard, Visa",True
196,281,"
Evans & Peel Detective Agency
","Cocktail bar, Tapas / Small Plates, Speakeasy",Casual Dining,+44 20 7370 5378,http://www.evansandpeel.com/,"
310C Earls Court Road, London, SW5 9BA
","AMEX, Diners Club, Mastercard, Visa",True
197,283,"
SMOKESTAK
",Barbecue,Casual Dining,+44 20 3873 1733,http://smokestak.co.uk/,"
35 Sclater St, London, E1 6LB
","AMEX, Mastercard, Visa",True
198,284,"
Sakagura
","Japanese, Sushi, Barbecue",Casual Dining,+44 20 3405 7230,http://www.sakaguralondon.com/,"
8 Heddon Street, London, W1B 4BS
","AMEX, JCB, Mastercard, Visa",True
199,286,"
George's Fish and Souvlaki Bar
","Greek, Seafood",Casual Dining,+44 20 8989 3970,http://www.georgesfishbar.co.uk/,"
164 Georges Lane, London, E18 1AY
","AMEX, Mastercard, Visa",True
200,287,"
Signoria
",Italian,Casual Dining,+44 20 7564 3800,http://www.signoria.co.uk/home.html,"
53 Lordship Lane East Dulwich, London, SE22 8EP
","AMEX, Diners Club, Mastercard, Visa",True
201,288,"
Melanzana
","Italian, Pizzeria",Casual Dining,+44 20 7228 5420,http://www.melanzana.co.uk/,"
140 Westbridge Road, London, SW11 3PF
","AMEX, Diners Club, Discover, JCB, Mastercard, Visa",True
202,289,"
Sowa Restaurant & Patisserie
","Italian, Pizzeria",Casual Dining,+44 20 7228 5420,http://www.melanzana.co.uk/,"
32-33 High Street, London, W5 5DB
","Mastercard, Visa",True
203,290,"
Lobos Meat & Tapas - Soho
","Spanish, Tapas / Small Plates",Casual Dining,+44 20 3019 5082,http://www.lobostapas.co.uk/,"
48 Frith Street, London, W1D 4SF
","AMEX, Mastercard",True
204,291,"
Trio Pizzeria
",Italian,Casual Dining,+44 20 8835 8455,http://www.triopizzeria-uk.com/,"
19 The High Parade, London, SW16 1EX
","AMEX, Mastercard, Visa",True
205,294,"
Tootoomoo
","Pan-Asian, Chinese, Dim Sum",Casual Dining,+44 20 7704 6687,https://www.tootoomoo.co.uk/,"
278 St Pauls Road, London, N1 2LH
","AMEX, Mastercard, Visa",True
206,296,"
Booma
","Contemporary Indian, Indian, Bar / Lounge / Bottle Service",Casual Dining,+44 20 7737 4999,http://www.booma-brixton.co.uk/,"
244 Brixton Road, London, SW9 6AH
","AMEX, Mastercard, Visa",True
207,297,"
Bacaro
",Italian,Casual Dining,+44 20 8980 0111,http://www.bacaro387.co.uk/,"
387 Roman Road, London, E3 5QR
","Mastercard, Visa",True
208,299,"
Afternoon Tea at Aster Cafe
","Afternoon Tea, Contemporary French, Contemporary European",Casual Dining,+44 20 3875 5555,http://aster-restaurant.com/,"
150 Victoria Street, London, SW1E 5LB
","Mastercard, Visa",True
209,300,"
Casa Tua King's Cross
","Italian, Breakfast, Mediterranean",Casual Dining,+44 20 7833 1483,http://www.casatualondon.com/,"
106-108 Cromer St, London, WC1H 8BZ
","Diners Club, Mastercard, Visa",True
210,301,"
Rubio
","Pizzeria, Italian",Casual Dining,+44 20 8961 9630,http://www.rubio.co.uk/,"
43 Park Parade, London, NW10 4JD
","AMEX, Mastercard, Visa",True
211,303,"
Bistro Mirey
","Bistro, French / Japanese, Comfort food",Casual Dining,+44 20 3092 6969,http://www.bistromirey.com/,"
98 Lillie Road, London, SW6 7SR
","AMEX, Mastercard, Visa",True
212,304,"
Sichuan Chef
",Chinese (Sichuan),Casual Dining,+44 20 7244 7888,http://www.sichuanchef.co.uk/,"
15 Kenway Road, London, SW5 0RP
",Cash Only,True
213,305,"
The Lion
","Contemporary European, Pizzeria",Casual Dining,+44 20 7623 8468,http://lionec3.co.uk/,"
31 Houndstitch, London, EC3A 7DB
","AMEX, Mastercard, Visa",True
214,306,"
Bayroot
","Lebanese, European",Casual Dining,+44 20 7998 4030,http://www.bayrootrestaurant.co.uk/,"
8 Camberwell Road, London, SE5 0EN
","Diners Club, Mastercard, Visa",True
215,307,"
Hammer & Tongs
","Meat, Barbecue, Southern African",Casual Dining,+44 20 3774 2884,http://www.hammertongs.co.uk/,"
171 Farringdon Road, London, EC1R 3AL
","AMEX, Mastercard, Visa",True
216,308,"
Marsha Soho
","Rotisserie Chicken, Burgers, British",Casual Dining,+44 20 3747 9820,https://www.marshalondon.co.uk/marsha-soho,"
Kingly Court Carnaby Street, London, W1B 5PW
","AMEX, Mastercard, Visa",True
217,309,"
Santi Restaurant Pizzeria
",Italian,Casual Dining,+44 20 8555 2013,http://www.santirestaurant.com/,"
42-45 Victory Parade, London, E20 1FS
","AMEX, Mastercard, Visa",True
218,310,"
Arthur Hooper's
","Contemporary European, British",Casual Dining,+44 20 7940 0169,http://arthurhoopers.co.uk/,"
8 Stoney Street, London, SE1 9AA
","Mastercard, Visa",True
219,311,"
Le Relais de Venise - Soho (London)
","Steak, French, Steakhouse",Casual Dining,+44 20 3475 4202,http://www.relaisdevenise.com/,"
50 Dean St., London, W1D 5BQ
","AMEX, Mastercard, Visa",True
220,312,"
Casa Tua Camden
","Italian, Breakfast",Casual Dining,+44 20 8127 0460,http://www.casatualondon.com/,"
176 Royal College Street, London, NW1 0SP
","Diners Club, Mastercard, Visa",True
221,313,"
Aline Lebanese Kitchen
","Lebanese, Vegetarian / Vegan, Middle Eastern",Casual Dining,+44 20 7096 2119,http://www.alinelebanesekitchen.com/,"
14 Maddox Street, London, W1S 1PQ
","Mastercard, Visa",True
222,316,"
Sardine
","French, Mediterranean, European",Casual Dining,+44 20 7490 0144,http://www.sardine.london/,"
15 Micawber Street, London, N1 7TB
","AMEX, Mastercard, Visa",True
223,317,"
Rail House Victoria
","Modern European, International, Pan-Asian",Casual Dining,+44 20 3906 7950,http://www.riding.house/restaurant/victoria#menus,"
8 Sir Simon Milton Square, London, SW1E 5DJ
","AMEX, Mastercard, Visa",True
224,318,"
Pho Saigon
","Vietnamese, Asian, Southeast Asian",Casual Dining,+44 20 3659 8143,http://www.phosaigon.co.uk/,"
41 Bond Street, London, W5 5AS
","Mastercard, Visa",True
225,319,"
L' Antipasto - Battersea
","Vietnamese, Asian, Southeast Asian",Casual Dining,+44 20 3659 8143,http://www.phosaigon.co.uk/,"
511 Battersea Park Road, London, SW11 3BW
","AMEX, Mastercard, Visa",True
226,321,"
Lena's
","Italian, Pizzeria",Casual Dining,+44 20 7622 2788,http://www.lenasbarandkitchen.co.uk/,"
39 Queenstown Road, London, SW8 3RE
","AMEX, Mastercard, Visa",True
227,322,"
Yashin Ocean House
","Japanese, Japanese Speciality",Casual Dining,+44 20 7373 3990,http://www.yashinocean.com/,"
117 - 119 Old Brompton Road, London, SW7 3RN
","AMEX, JCB, Mastercard, Visa",True
228,323,"
Busaba Bangkok Thai – St Christopher’s Place
",Thaï,Casual Dining,+44 20 7518 8080,http://www.busaba.com/,"
8-13 Bird Street, London, W1U 1BU
","Mastercard, Visa",True
229,326,"
Le Petit Sud
","French, Bistro, Wine Bar",Casual Dining,+44 20 7589 0030,http://www.lepetitsud.co.uk/,"
1D Palace Gate, London, W8 5LS
","AMEX, Mastercard, Visa",True
230,327,"
Pho & Bun
","Asian, Vietnamese",Casual Dining,+44 20 3230 1086,http://vieteat.co.uk/pho-bun,"
76 Shaftesbury Avenue, London, W1D 6ND
","AMEX, Mastercard, Visa",True
231,328,"
Viet Eat - Holborn
","Asian, Vietnamese",Casual Dining,+44 20 7404 4138,http://www.vieteat.co.uk/,"
48 Kingsway, London, WC2B 6EP
","AMEX, Diners Club, Mastercard, Visa",True
232,329,"
Villa Toscana
",Italian,Casual Dining,+44 20 8692 3804,http://www.restaurantvillatoscana.co.uk/,"
179 Brockley Road, London, SE4 2RS
","Mastercard, Visa",True
233,330,"
The Vault Bar & Lounge at The Ned – Previews
",Italian,Casual Dining,+44 20 3828 2000,http://www.thened.com/restaurants#,"
27 Poultry, London, EC2R 8AJ
","AMEX, Mastercard, Visa",True
234,332,"
Mattarello Bolognese
","Italian, Contemporary European, Steak",Casual Dining,+44 20 7247 3354,http://www.sfogliabologna.uk/,"
3 Middlesex Street, London, E1 7AA
","AMEX, Diners Club, Discover, JCB, Mastercard, Visa",True
235,333,"
The Old Bull & Bush
","Gastro Pub, English",Casual Dining,+44 20 8905 5456,https://www.thebullandbush.co.uk/,"
Elmwood North End Way, London, NW3 7HE
","Diners Club, Mastercard, Visa",True
236,334,"
Chicken Society
",British,Casual Dining,+44 20 8349 1453,http://www.chickensociety.co.uk/,"
363 Regents Park Road, London, N3 1DH
","Mastercard, Visa",True
237,335,"
Ritorno
","Italian, Bar / Lounge / Bottle Service, Comfort food",Casual Dining,+44 20 3301 6333,http://www.ritorno.co.uk/,"
442 King's Rd, London, SW10 0LQ
","AMEX, Mastercard, Visa",True
238,338,"
Boof Restaurant
","Persian, Halal",Casual Dining,+44 20 8567 5577,http://boofrestaurant.co.uk/,"
57 New Broadway Ealing, London, W55AH
","Mastercard, Visa",True
239,339,"
Jashan
",Indian,Casual Dining,+44 20 8340 9880,http://www.jashan.co.uk/,"
19 Turnpike Lane, London, N8 0EP
","Mastercard, Visa",True
240,340,"
Canada Water Cafe
","Italian, Pizzeria",Casual Dining,+44 20 3668 7518,http://www.canadawatercafe.com/,"
40 Surrey Quays Road, London, SE16 7DX
","AMEX, Mastercard, Visa",True
241,341,"
Plough Way Cafe
",Italian,Casual Dining,+44 20 7237 1327,http://www.ploughwaycafe.com/,"
1 Seafarer Way, London, SE16 7EZ
","AMEX, Mastercard, Visa",True
242,342,"
Gurkhas Diner
","Nepalese, Asian",Casual Dining,+44 20 8675 1188,http://gurkhasdiner.co.uk/,"
1 The Boulevard Balham High Road, London, SW17 7BW
","Mastercard, Visa",True
243,343,"
Belgrave Restaurant
","Persian, Mediterranean, Halal",Casual Dining,+44 20 7624 4242,http://www.belgraverestaurant.com/index.html,"
1 Belgrave Gardens, London, NW8 0QY
","Mastercard, Visa",True
244,344,"
La Rueda de Tapas
","Tapas / Small Plates, Spanish, Mediterranean",Casual Dining,+44 20 8567 4219,http://www.laruedadetapas.com/,"
12 Bond Street Ealing, London, W5 5AA
","AMEX, Mastercard, Visa",True
245,347,"
Farmacy
",English,Casual Dining,+44 20 7221 0705,http://www.farmacylondon.com/,"
74 Westbourne Grove, London, W2 5SH
","AMEX, Mastercard, Visa",True
246,349,"
Estrela Bar
","Portuguese, Tapas / Small Plates",Casual Dining,+44 20 7793 1051,http://estrelabar.com/,"
111 South Lambeth Road, London, SW8 1UZ
","AMEX, Mastercard, Visa",True
247,350,"
Blacklock City
","Steak, Barbecue, British",Casual Dining,+44 20 7998 7676,http://theblacklock.com/,"
13 Philpot Lane, London, EC3M 8AA
","AMEX, Mastercard, Visa",True
248,351,"
Locanda del Melo
",Italian,Casual Dining,+44 20 7403 7513,http://finefoodse1.co.uk/,"
218 Long Lane, London, SE1 4QB
","AMEX, Mastercard, Visa",False
249,352,"
Tamarind Kitchen Soho
",Indian,Casual Dining,+44 20 7287 4243,http://www.tamarindkitchen.co.uk/,"
167-169 Wardour Street, London, W1F 8WR
","AMEX, Mastercard, Visa",True
250,353,"
Small & Beautiful
","Italian, European, Modern European",Casual Dining,+44 20 7328 2637,http://www.smallandbeautiful.co.uk/,"
351 Kilburn High Road, London, NW6 7QB
","AMEX, Mastercard, Visa",True
251,354,"
Comptoir Libanais - Poland Street
","Lebanese, Middle Eastern, Comfort food",Casual Dining,+44 20 7434 4335,http://www.comptoirlibanais.com/,"
52 Poland Street, London, W1F 7NQ
","AMEX, Mastercard, Visa",True
252,355,"
Busaba Eathai - Leicester Square
","Thaï, Fusion / Eclectic",Casual Dining,+44 20 7930 0088,http://www.busaba.com/locations/busaba-leicester-square,"
35 Panton Street, London, SW1Y 4EA
","Mastercard, Visa",True
253,357,"
Meet District
","Contemporary British, Steakhouse",Casual Dining,+44 20 7564 7215,http://www.meetdistrict.co.uk/,"
125 Queens Road Peckham, London, SE15 2ND
","AMEX, Mastercard, Visa",True
254,358,"
The Little Square
","International, Modern European",Casual Dining,+44 20 7355 2101,http://www.thelittlesquare.co.uk/,"
3 Shepherd Market, London, W1J 7PB
","AMEX, Mastercard, Visa",True
255,359,"
Kappa Sushi
",Sushi,Casual Dining,+44 20 7244 9196,http://www.kappasushi.co.uk/,"
139 Earls Court, London, SW5 9RH
","Mastercard, Visa",True
256,360,"
Amjadia Indian Restaurant
","Indian, Halal",Casual Dining,+44 20 7935 0885,http://www.amjadia.co.uk/,"
15 Picton Place, London, W1U 1BW
","Mastercard, Visa",True
257,363,"
Lupins
",British,Casual Dining,+44 20 3908 5888,http://www.lupinslondon.com/,"
66 Union Street, London, SE1 1TD
","AMEX, Mastercard, Visa",True
258,364,"
33 Abbeville Road
",Contemporary British,Casual Dining,+44 20 8673 0977,http://www.33abbevilleroad.co.uk/,"
33 Abbeville Road, London, SW4 9LA
","Mastercard, Visa",True
259,366,"
Korova Restaurant
","Contemporary European, French",Casual Dining,+44 7931 903779,http://www.korovarestaurant.com/,"
9 Campdale Road, London, N7 0EA
","AMEX, Mastercard, Visa",True
260,367,"
Ajanta Restaurant
",Indian,Casual Dining,+44 20 8743 5191,http://www.ajanta.london/,"
10-12 Goldhawk Road, London, W12 8DH
","AMEX, Mastercard, Visa",False
261,368,"
Patri
",Indian,Casual Dining,+44 20 8743 5191,http://www.ajanta.london/,"
103 Hammersmith Grove, London, W6 0NQ
","AMEX, Mastercard, Visa",False
262,369,"
The Grill Restaurant
",Grill,Casual Dining,+44 20 8996 5200,http://www.claytonhotelchiswick.com/,"
626 Chiswick High Road, London, W4 5RY
","AMEX, Mastercard, Visa",True
263,370,"
The Pimlico Grid
","Breakfast, British, European",Casual Dining,+44 20 7834 5163,http://www.thepimlicogrid.com/,"
142-144 Warwick Way, London, SW1V 4JE
","AMEX, Mastercard, Visa",True
264,371,"
Farang London
",Thaï,Casual Dining,+44 20 7226 1609,http://www.faranglondon.co.uk/,"
72 Highbury Park, London, N5 2XE
","Mastercard, Visa",True
265,372,"
The Cork & Bottle - Paddington
","Contemporary European, Comfort food, British",Casual Dining,+44 20 7262 1485,http://www.thecorkandbottle.co.uk/paddington/,"
27 Spring Street, London, W2 1JA
","AMEX, Mastercard, Visa",True
266,373,"
Nabrasa Express
",Brazilian Steakhouse,Casual Dining,+44 20 7377 1223,http://www.nabrasaexpress.com/,"
30 Osborn Street, London, E1 6TD
","Mastercard, Visa",False
267,374,"
Burrito MEX
",Mexican,Casual Dining,+44 20 8355 4077,http://www.burritomex.co.uk/,"
368 Garrate Lane, London, SW18 4ES
","Mastercard, Visa",True
268,376,"
Temakinho - Tower Bridge
","Sushi, Brazilian, Fusion / Eclectic",Casual Dining,+44 20 4580 1187,https://www.temakinho.co.uk/tower-bridge/,"
1 Tower Bridge, London, SE1 2SG
","AMEX, Mastercard, Visa",False
269,377,"
Foley's Restaurant
","Asian, Thaï, Tapas / Small Plates",Casual Dining,+44 20 7636 4562,http://foleysrestaurant.co.uk/,"
23 Foley Street, London, W1W 6DU
","AMEX, Mastercard, Visa",True
270,378,"
The Italian Job Chiswick
","Italian, Contemporary Italian, Pub",Casual Dining,+44 20 8994 2852,http://www.theitalianjobpub.co.uk/,"
13 Devonshire Road Chiswick, London, W4 2EU
","AMEX, Mastercard, Visa",True
